owner,name,full_name,stars,releases,age_years,ck_class_count,loc_total,cbo_mean,cbo_median,cbo_stdev,dit_mean,dit_median,dit_stdev,lcom_mean,lcom_median,lcom_stdev,loc_mean,loc_median,loc_stdev
portfolio-performance,portfolio,portfolio-performance/portfolio,3767,265,14.05,2731,301007,7.4361,5.0,8.5759,1.4042,1.0,0.8488,86.3848,1.0,772.5118,110.2186,26.0,409.9222
jtablesaw,tablesaw,jtablesaw/tablesaw,3747,84,10.27,765,48467,6.2706,4.0,6.6861,1.285,1.0,0.6005,108.5294,1.0,478.5409,63.3556,23.0,103.6332
Netflix,maestro,Netflix/maestro,3747,0,1.98,1125,58349,8.448,6.0,8.0846,1.5804,1.0,0.8516,27.3724,0.0,367.0732,51.8658,18.0,137.3836
helidon-io,helidon,helidon-io/helidon,3774,139,7.62,7091,318051,5.4868,4.0,5.4717,1.3805,1.0,1.0858,34.047,1.0,359.6503,44.8528,19.0,81.3226
apache,kylin,apache/kylin,3766,2,11.27,4765,317873,7.7456,5.0,9.5661,1.4991,1.0,0.8361,137.7251,1.0,5219.1796,66.71,22.0,148.8773
roboguice,roboguice,roboguice/roboguice,3738,0,13.66,3335,74026,3.9475,3.0,5.3941,1.31,1.0,1.1823,7.1277,0.0,70.3875,22.1967,6.0,67.8523
lihangleo2,ShadowLayout,lihangleo2/ShadowLayout,3729,32,6.75,75,4447,4.2133,2.0,5.8544,1.16,1.0,0.3666,29.7733,0.0,125.6962,59.2933,12.0,172.5258
coderbruis,JavaSourceCodeLearning,coderbruis/JavaSourceCodeLearning,3731,0,5.85,317,6045,2.8549,2.0,2.9578,1.2587,1.0,0.4726,3.1388,0.0,9.4675,19.0694,13.0,19.0785
undertow-io,undertow,undertow-io/undertow,3745,18,13.72,3187,168171,5.2234,3.0,6.354,1.2438,1.0,0.7255,37.1685,0.0,515.4126,52.7678,19.0,105.2476
andOTP,andOTP,andOTP/andOTP,3726,38,8.76,166,8443,6.1084,3.0,8.4283,1.5,1.0,0.9802,41.4157,0.0,338.3062,50.8614,13.0,103.5862
stfalcon-studio,ChatKit,stfalcon-studio/ChatKit,3724,1,9.18,108,4680,5.7685,3.0,6.5158,2.8981,2.0,4.8092,35.4815,0.0,134.9139,43.3333,14.0,90.6422
ethanhua,Skeleton,ethanhua/Skeleton,3722,0,8.7,33,752,3.7273,3.0,3.3509,1.2424,1.0,0.4942,4.6061,0.0,14.2848,22.7879,8.0,27.007
HelloWorld521,Java,HelloWorld521/Java,3723,0,9.34,124,2697,4.1694,2.0,3.9446,1.3306,1.0,0.7153,5.0968,1.0,13.7931,21.75,13.0,21.4452
DependencyTrack,dependency-track,DependencyTrack/dependency-track,3737,76,12.73,729,61001,8.9767,6.0,10.3006,1.5226,1.0,0.7313,112.6667,1.0,1543.491,83.6776,35.0,144.1783
willowtreeapps,spruce-android,willowtreeapps/spruce-android,3711,3,9.12,122,4269,4.8607,3.0,6.0697,1.3689,1.0,0.7488,5.3525,0.0,30.8648,34.9918,15.0,65.8099
OpenHFT,Chronicle-Queue,OpenHFT/Chronicle-Queue,3717,540,12.85,528,29075,5.3958,4.0,6.1472,1.5966,1.0,0.8406,169.3447,0.0,2153.0408,55.0663,21.0,134.2907
liuyubobobo,Play-with-Algorithms,liuyubobobo/Play-with-Algorithms,3710,0,9.76,133,5287,2.8947,2.0,2.4007,1.0075,1.0,0.0864,5.203,0.0,20.5623,39.7519,37.0,30.4118
grpc-ecosystem,grpc-spring,grpc-ecosystem/grpc-spring,3706,34,9.28,418,10752,6.6053,6.0,5.2429,1.4785,1.0,1.1453,5.3684,0.0,24.0202,25.7225,13.0,35.3167
DataLinkDC,dinky,DataLinkDC/dinky,3718,32,4.84,1367,61123,7.0497,5.0,8.0124,1.3665,1.0,0.7122,25.1426,0.0,108.4938,44.7132,20.0,82.6146
ByteLegend,ByteLegend,ByteLegend/ByteLegend,3705,0,5.19,295,104032,6.9797,7.0,2.8115,1.0034,1.0,0.0581,727.8441,20.0,2313.2526,352.6508,140.0,866.11
ryanhoo,StylishMusicPlayer,ryanhoo/StylishMusicPlayer,3699,0,9.57,194,5777,5.0258,3.0,5.7772,1.3093,1.0,0.6479,13.2165,0.0,40.3027,29.7784,12.5,45.6679
IrisShaders,Iris,IrisShaders/Iris,3702,140,5.46,926,38181,6.1814,4.0,7.461,1.3056,1.0,0.8673,24.1199,0.0,185.8594,41.2322,17.0,74.5286
dingjikerbo,Android-BluetoothKit,dingjikerbo/Android-BluetoothKit,3699,0,10.51,241,8347,4.0747,2.0,5.4295,1.249,1.0,0.5115,18.7012,0.0,74.9106,34.6349,12.0,64.8122
microservices-patterns,ftgo-application,microservices-patterns/ftgo-application,3698,0,8.46,370,6868,5.3459,3.0,5.5497,1.1892,1.0,0.6383,8.1919,0.0,30.9646,18.5622,12.5,23.0182
dromara,liteflow,dromara/liteflow,3706,0,6.04,2025,43612,4.88,3.0,4.7659,1.7847,2.0,0.6364,15.0701,0.0,121.9021,21.5368,9.0,35.6408
FasterXML,jackson-databind,FasterXML/jackson-databind,3701,0,14.3,6064,194276,3.7761,2.0,5.8534,1.7366,1.0,1.9788,23.6014,0.0,294.9584,32.0376,8.0,85.6254
Haleydu,Cimoc,Haleydu/Cimoc,3685,61,5.75,605,26130,5.8645,3.0,7.1539,1.5041,1.0,0.9388,23.2694,0.0,77.8711,43.1901,11.0,66.103
1024-lab,smart-admin,1024-lab/smart-admin,3695,24,6.4,574,12888,6.4164,4.0,5.9778,1.2282,1.0,0.436,3.777,0.0,19.1379,22.453,10.0,33.5072
Mojang,brigadier,Mojang/brigadier,3683,3,11.57,85,4312,6.6353,5.0,5.4055,1.1529,1.0,0.3913,44.5529,0.0,229.7495,50.7294,29.0,76.7427
kubernetes-client,java,kubernetes-client/java,3953,58,8.92,12150,2265956,7.3292,6.0,10.1188,1.6048,1.0,2.7236,242.1543,1.0,2096.9199,186.4984,21.0,2034.6729
lisawray,groupie,lisawray/groupie,3671,28,9.6,93,3898,5.0968,3.0,5.3783,1.828,1.0,1.0013,29.9032,0.0,140.7152,41.914,15.0,84.8145
mbechler,marshalsec,mbechler/marshalsec,3670,0,8.88,72,2214,7.2917,6.0,5.6012,1.8194,1.0,1.0183,14.5833,1.0,38.7631,30.75,15.5,47.0622
yangfuhai,ASimpleCache,yangfuhai/ASimpleCache,3665,0,12.7,29,1993,4.4483,2.0,5.1568,1.4483,1.0,0.6207,38.5172,0.0,107.5988,68.7241,30.0,127.2952
linkedin,databus,linkedin/databus,3679,0,13.31,1516,124341,5.5257,3.0,8.0173,1.3569,1.0,0.7974,46.7348,0.0,228.1026,82.0191,26.0,189.1535
networknt,light-4j,networknt/light-4j,3679,195,9.58,1299,75996,4.759,3.0,5.3776,1.1678,1.0,0.5736,25.0485,0.0,129.373,58.5035,24.0,91.6987
google,rejoiner,google/rejoiner,3664,3,8.34,131,3566,6.6183,5.0,6.1959,1.5725,1.0,1.0414,4.9237,0.0,14.8779,27.2214,12.0,39.1406
spring-io,initializr,spring-io/initializr,3664,19,12.84,749,33559,6.2096,4.0,6.0269,1.263,1.0,0.6214,35.6449,1.0,179.8779,44.8051,24.0,68.1868
KunMinX,Linkage-RecyclerView,KunMinX/Linkage-RecyclerView,3654,0,6.97,75,2552,6.4,5.0,6.2589,1.5467,1.0,0.7173,10.3867,1.0,24.3348,34.0267,27.0,40.4228
huburt-Hu,NewbieGuide,huburt-Hu/NewbieGuide,3645,20,8.7,78,1896,4.3077,3.0,4.5328,1.1795,1.0,0.4158,10.4359,0.0,64.702,24.3077,8.0,40.1332
termux,termux-api,termux/termux-api,3642,53,10.77,168,11674,5.4702,4.0,5.4093,1.3929,1.0,0.9576,3.6845,0.0,10.0001,69.4881,26.5,100.2052
apache,incubator-heron,apache/incubator-heron,3663,56,10.54,1675,70465,5.6985,4.0,6.0905,1.4663,1.0,0.9053,20.7481,1.0,185.2943,42.0687,20.0,59.4089
TNG,ArchUnit,TNG/ArchUnit,3654,43,8.97,3673,80143,3.6093,2.0,7.0922,1.2753,1.0,1.0476,39.4931,0.0,483.7576,21.8195,6.0,61.5772
springdoc,springdoc-openapi,springdoc/springdoc-openapi,3694,103,6.75,3787,54726,3.9342,3.0,4.8056,1.3137,1.0,0.6195,9.0745,0.0,105.5339,14.451,6.0,34.0242
apache,tika,apache/tika,3683,0,16.89,2561,178651,6.0773,4.0,6.5352,1.5174,1.0,1.7834,31.599,1.0,187.2712,69.7583,32.0,109.2216
litesuits,android-common,litesuits/android-common,3628,0,11.87,85,6519,3.5176,2.0,3.5566,1.2471,1.0,0.5922,124.3529,1.0,696.3113,76.6941,35.0,138.5046
oasisfeng,island,oasisfeng/island,3632,50,9.96,183,7631,6.7978,4.0,7.1255,1.5191,1.0,0.8418,52.1148,1.0,349.3646,41.6995,18.0,62.1387
fyhertz,libstreaming,fyhertz/libstreaming,3625,0,13.19,89,6798,3.573,2.0,4.5342,1.4157,1.0,0.8587,23.2921,0.0,66.1889,76.382,29.0,116.0773
anggrayudi,android-hidden-api,anggrayudi/android-hidden-api,3621,2,10.57,4,478,8.0,7.5,4.7434,1.0,1.0,0.0,56.5,0.5,97.2844,119.5,138.0,77.9182
PlexPt,chatgpt-java,PlexPt/chatgpt-java,3612,24,3.34,69,2014,5.2754,3.0,6.3972,1.2754,1.0,0.72,14.5942,0.0,57.3748,29.1884,8.0,61.6411
spockframework,spock,spockframework/spock,3629,28,15.32,734,25874,5.3951,4.0,6.6492,1.4387,1.0,1.0664,34.3951,1.0,184.091,35.2507,15.0,58.4212
googlemaps,android-maps-utils,googlemaps/android-maps-utils,3607,63,12.9,218,13946,7.0138,5.0,6.9582,1.6743,1.0,0.9333,37.9083,1.0,147.6638,63.9725,38.0,103.3729
dropbox,hackpad,dropbox/hackpad,3622,0,10.66,619,87731,5.0792,3.0,7.1186,1.8061,1.0,1.3599,152.2989,1.0,962.8668,141.7302,33.0,347.5257
hmkcode,Android,hmkcode/Android,3605,0,12.6,56,1387,4.6964,5.0,3.417,1.6429,2.0,0.5151,2.1429,1.0,3.9071,24.7679,21.5,18.7959
dtinit,data-transfer-project,dtinit/data-transfer-project,3610,61,8.26,934,34095,6.8726,4.0,7.8392,1.2484,1.0,0.7036,6.8715,0.0,22.1373,36.5043,19.0,49.745
rockerhieu,emojicon,rockerhieu/emojicon,3606,2,12.22,39,2971,5.1538,4.0,5.1716,1.5641,1.0,0.7777,6.7692,0.0,12.8172,76.1795,13.0,257.6734
cSploit,android,cSploit/android,3592,33,11.52,512,22657,4.209,2.0,5.7559,1.5176,1.0,1.0401,15.6523,0.0,173.6362,44.252,14.0,92.9107
vert-x3,vertx-examples,vert-x3/vertx-examples,3586,0,11.12,453,9120,5.351,5.0,2.6707,1.8234,2.0,0.5187,1.0265,1.0,2.4958,20.1325,17.0,15.5156
tyrantgit,ExplosionField,tyrantgit/ExplosionField,3584,0,10.55,10,343,4.9,2.0,4.6787,1.5,1.5,0.5,4.3,0.0,9.8595,34.3,20.5,34.9944
WVector,AppUpdate,WVector/AppUpdate,3582,3,8.81,64,2925,4.4375,3.0,5.9657,1.1562,1.0,0.4038,37.1406,1.0,111.2828,45.7031,13.0,77.9673
kikoso,android-stackblur,kikoso/android-stackblur,3578,0,12.65,41,933,1.7805,0.0,3.8032,1.0976,1.0,0.3699,0.5854,0.0,1.8738,22.7561,5.0,40.7783
apache,logging-log4j2,apache/logging-log4j2,3590,18,12.83,3439,168750,5.5182,4.0,5.2351,1.5132,1.0,1.436,46.4708,1.0,1259.7127,49.0695,21.0,97.1193
davideas,FlexibleAdapter,davideas/FlexibleAdapter,3570,31,10.94,326,15857,5.9877,4.0,7.5936,2.1135,1.0,1.6381,102.1564,1.0,1462.3,48.6411,16.0,161.4333
dongjunkun,DropDownMenu,dongjunkun/DropDownMenu,3566,2,10.8,19,513,4.5263,3.0,3.5595,1.3684,1.0,0.4824,2.1579,0.0,4.1328,27.0,6.0,41.1199
alibaba,Alink,alibaba/Alink,3618,22,7.53,8181,475597,6.4377,5.0,6.2354,1.6266,1.0,0.9997,34.7027,0.0,236.6919,58.1343,13.0,228.8016
LinShunKang,MyPerf4J,LinShunKang/MyPerf4J,3564,25,8.08,319,10519,3.8997,2.0,4.3732,1.1567,1.0,0.3636,10.1567,0.0,40.359,32.9749,18.0,45.9805
JakeWharton,ThreeTenABP,JakeWharton/ThreeTenABP,3559,0,10.77,7,117,4.2857,4.0,1.666,1.4286,1.0,0.4949,1.4286,0.0,2.1285,16.7143,17.0,6.4965
M66B,NetGuard,M66B/NetGuard,3558,165,10.46,199,13021,4.809,2.0,8.0435,1.2513,1.0,0.6852,18.4925,0.0,128.8902,65.4322,11.0,225.9932
AxonFramework,AxonFramework,AxonFramework/AxonFramework,3571,150,14.35,4570,165433,6.179,5.0,6.1589,1.2565,1.0,0.6922,11.7961,0.0,79.3008,36.1998,16.0,62.1392
code4craft,netty-learning,code4craft/netty-learning,3553,0,12.56,1164,68759,5.0636,4.0,4.8011,1.6503,1.0,1.1256,39.2491,1.0,377.8164,59.0713,20.0,132.3934
bilibili,MagicaSakura,bilibili/MagicaSakura,3551,3,9.8,84,5367,8.2976,7.5,7.2486,1.6786,2.0,1.1868,25.4405,3.0,73.0936,63.8929,33.5,75.0617
Netflix,concurrency-limits,Netflix/concurrency-limits,3552,103,8.33,128,5153,4.6094,3.0,4.5796,1.2812,1.0,0.7064,8.3828,1.0,21.2261,40.2578,20.0,42.4077
dariuszseweryn,RxAndroidBle,dariuszseweryn/RxAndroidBle,3551,60,10.18,477,15479,5.3732,3.0,6.4596,1.3145,1.0,0.9005,53.4822,0.0,619.9776,32.4507,10.0,75.3514
johncarl81,parceler,johncarl81/parceler,3538,0,12.77,440,10156,4.6932,3.0,7.0675,1.35,1.0,1.3195,16.5886,0.0,219.3695,23.0818,9.0,72.9087
immutables,immutables,immutables/immutables,3553,21,12.76,2787,72307,4.6649,3.0,5.092,1.2849,1.0,1.14,30.7194,0.0,564.3285,25.9444,7.0,71.1529
Aefyr,SAI,Aefyr/SAI,3534,45,7.32,391,16401,6.4271,5.0,6.8617,1.5396,1.0,0.9341,13.2634,1.0,33.9615,41.9463,21.0,57.0366
Guardsquare,proguard,Guardsquare/proguard,3538,37,7.04,580,33295,9.2534,6.0,13.3863,1.2328,1.0,0.8321,58.5448,1.0,537.0685,57.4052,22.0,111.3376
arimorty,floatingsearchview,arimorty/floatingsearchview,3530,0,10.38,135,4170,3.5704,2.0,7.0926,1.1778,1.0,0.4693,26.2815,0.0,242.0173,30.8889,7.0,115.7801
nageoffer,12306,nageoffer/12306,3533,0,2.86,418,8660,5.0478,3.0,6.37,1.2033,1.0,0.5571,2.7105,0.0,11.6504,20.7177,9.0,44.7458
luontola,retrolambda,luontola/retrolambda,3526,0,12.72,240,4848,2.4083,1.0,5.1486,1.4125,1.0,0.9223,9.0042,0.0,43.4766,20.2,5.5,42.5341
rom1v,sndcpy,rom1v/sndcpy,3521,2,5.83,4,214,7.75,4.5,7.1545,2.0,2.0,0.7071,20.25,0.0,35.074,53.5,20.0,60.9446
spring-cloud,spring-cloud-kubernetes,spring-cloud/spring-cloud-kubernetes,3532,40,9.32,1211,36609,8.2535,7.0,6.5125,1.2973,1.0,0.5952,4.8836,0.0,22.1202,30.2304,15.0,43.2151
andremion,Music-Player,andremion/Music-Player,3519,2,9.92,32,926,4.4062,3.5,3.6216,1.75,2.0,0.7906,5.0312,0.5,9.6128,28.9375,19.5,31.6029
lsjwzh,RecyclerViewPager,lsjwzh/RecyclerViewPager,3506,10,11.23,71,2735,4.3099,2.0,4.2479,1.493,1.0,0.7096,9.9718,0.0,59.501,38.5211,20.0,63.013
fabric8io,kubernetes-client,fabric8io/kubernetes-client,3641,131,10.75,8016,382656,21.8935,30.0,13.9637,1.115,1.0,0.4707,85.8786,37.0,565.5617,47.7365,39.0,47.7246
lenve,JavaEETest,lenve/JavaEETest,3514,0,9.32,154,2133,3.3442,3.0,3.1134,1.0779,1.0,0.268,3.2662,0.0,9.6571,13.8506,9.0,13.9353
nytimes,Store,nytimes/Store,3504,0,9.36,290,11288,6.1828,5.0,4.9728,1.5621,1.0,3.1335,17.0552,1.0,124.4505,38.9241,14.0,182.157
baoyongzhang,SwipeMenuListView,baoyongzhang/SwipeMenuListView,3496,2,11.63,33,1347,4.3939,2.0,4.7606,1.4545,1.0,0.7423,15.2424,1.0,39.6462,40.8182,12.0,64.7454
Athou,commafeed,Athou/commafeed,3502,66,13.05,269,9569,7.4424,5.0,7.939,1.368,1.0,0.8635,6.0446,0.0,19.2168,35.5725,16.0,49.016
codeestX,GeekNews,codeestX/GeekNews,3498,0,9.67,439,11939,4.6241,2.0,5.2154,1.4465,1.0,0.9162,10.0091,0.0,37.6069,27.1959,11.0,42.4371
snehasishroy,leetcode-companywise-interview-questions,snehasishroy/leetcode-companywise-interview-questions,3484,0,3.35,2,203,6.0,6.0,5.0,1.0,1.0,0.0,8.0,8.0,8.0,101.5,101.5,95.5
getActivity,Toaster,getActivity/Toaster,3483,39,7.56,36,1493,4.5833,3.0,4.3677,1.3333,1.0,0.6667,40.25,0.5,108.3919,41.4722,20.0,51.3731
phodal,migration,phodal/migration,3476,0,6.25,12,101,1.4167,1.0,0.6401,1.0,1.0,0.0,0.0833,0.0,0.2764,8.4167,8.0,3.0675
KingJA,LoadSir,KingJA/LoadSir,3481,6,8.6,74,1481,5.1892,3.0,4.3236,1.5541,1.5,0.596,4.0135,0.0,11.909,20.0135,12.5,20.9797
ittianyu,BottomNavigationViewEx,ittianyu/BottomNavigationViewEx,3475,19,9.41,29,1371,4.8966,3.0,5.0333,1.5862,1.0,0.72,50.1379,0.0,182.664,47.2759,13.0,90.8177
WinterChenS,my-site,WinterChenS/my-site,3474,0,7.94,90,3496,6.1889,3.0,7.9315,1.1889,1.0,0.492,35.0222,0.0,168.6536,38.8444,11.0,77.5732
rubensousa,PreviewSeekBar,rubensousa/PreviewSeekBar,3466,10,9.2,23,1166,5.6522,2.0,6.2038,1.1739,1.0,0.379,28.1739,1.0,62.8052,50.6957,11.0,72.5045
apache,incubator-kie-optaplanner,apache/incubator-kie-optaplanner,3490,6,15.15,3215,155526,7.2507,5.0,6.9077,1.8411,1.0,1.2083,49.2208,1.0,436.9133,48.3751,23.0,94.0312
Nekogram,Nekogram,Nekogram/Nekogram,3592,46,2.58,14088,1690608,6.9386,4.0,14.0585,1.6695,1.0,17.6949,70.2944,0.0,1357.0508,120.0034,18.0,878.9147
eclipse-openj9,openj9,eclipse-openj9/openj9,3509,57,8.62,7093,644740,3.2947,2.0,5.0353,1.5253,1.0,1.3754,111.2166,0.0,2134.0607,90.8981,20.0,1001.5864
